,Unnamed: 0,gameTime,label,position,team,visibility,url_local
21411,21411,1 - 72:16,NO_EVENT,4336348,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
25307,25307,1 - 40:36,NO_EVENT,2436091,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
8996,8996,1 - 53:39,NO_EVENT,3219476,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
15033,15033,1 - 57:18,NO_EVENT,3438551,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
8121,8121,1 - 39:10,NO_EVENT,2350201,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
29726,29726,1 - 19:28,NO_EVENT,1168830,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
1326,1326,1 - 21:59,NO_EVENT,1319916,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
8421,8421,1 - 44:11,NO_EVENT,2651470,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
36238,36238,1 - 30:47,NO_EVENT,1847243,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
6908,6908,1 - 20:41,NO_EVENT,1241301,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
10812,10812,1 - 85:20,NO_EVENT,5120396,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
40037,40037,1 - 91:58,NO_EVENT,5518530,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
40108,40108,1 - 92:46,NO_EVENT,5566196,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
28735,28735,1 - 04:24,NO_EVENT,264965,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
15004,15004,1 - 56:52,NO_EVENT,3412927,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
16106,16106,1 - 75:21,NO_EVENT,4521288,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
524,524,1 - 07:55,NO_EVENT,475680,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
6667,6667,1 - 16:32,NO_EVENT,992990,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
29713,29713,1 - 19:20,NO_EVENT,1160001,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
19268,19268,1 - 33:35,NO_EVENT,2015282,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
40286,40286,1 - 95:06,NO_EVENT,5706916,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
34529,34529,1 - 03:19,NO_EVENT,199059,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
25318,25318,1 - 40:51,NO_EVENT,2451407,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
12346,12346,1 - 14:28,NO_EVENT,868573,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
33769,33769,1 - 91:04,NO_EVENT,5464875,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
24526,24526,1 - 25:45,NO_EVENT,1545008,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
1853,1853,1 - 31:36,NO_EVENT,1896317,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
30097,30097,1 - 25:44,NO_EVENT,1544233,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
31349,31349,1 - 48:08,NO_EVENT,2888969,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
15681,15681,1 - 68:02,NO_EVENT,4082105,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
174,174,1 - 02:19,NO_EVENT,139546,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
10112,10112,1 - 72:40,NO_EVENT,4360926,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
22099,22099,1 - 83:26,NO_EVENT,5006015,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
36804,36804,1 - 38:43,NO_EVENT,2323867,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
33068,33068,1 - 77:01,NO_EVENT,4621102,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
32447,32447,1 - 66:39,NO_EVENT,3999062,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
9391,9391,1 - 60:34,NO_EVENT,3634867,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
4616,4616,1 - 79:06,NO_EVENT,4746486,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
24637,24637,1 - 28:00,NO_EVENT,1680730,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
12538,12538,1 - 17:20,NO_EVENT,1040179,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
20484,20484,1 - 54:27,NO_EVENT,3267181,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
22090,22090,1 - 83:16,NO_EVENT,4996235,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5873,5873,1 - 03:42,NO_EVENT,222614,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
37875,37875,1 - 55:48,NO_EVENT,3348316,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
10893,10893,1 - 86:36,NO_EVENT,5196164,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
36811,36811,1 - 38:49,NO_EVENT,2329995,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
2828,2828,1 - 49:03,NO_EVENT,2943001,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
9054,9054,1 - 54:35,NO_EVENT,3275797,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
23932,23932,1 - 15:59,NO_EVENT,959377,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
14055,14055,1 - 41:34,NO_EVENT,2494528,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
39621,39621,1 - 84:40,NO_EVENT,5080283,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37485,37485,1 - 49:21,NO_EVENT,2961495,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39280,39280,1 - 78:54,NO_EVENT,4734000,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
1536,1536,1 - 25:33,NO_EVENT,1533141,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
38950,38950,1 - 73:45,NO_EVENT,4425653,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
12893,12893,1 - 23:53,NO_EVENT,1433704,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
3559,3559,1 - 60:48,NO_EVENT,3648799,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17099,17099,1 - 90:55,NO_EVENT,5455978,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
3225,3225,1 - 55:12,NO_EVENT,3312148,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17632,17632,1 - 05:05,NO_EVENT,305609,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
25004,25004,1 - 34:48,NO_EVENT,2088743,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
27013,27013,1 - 70:39,NO_EVENT,4239804,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
4185,4185,1 - 72:25,NO_EVENT,4345667,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
23170,23170,1 - 04:20,NO_EVENT,260055,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
23748,23748,1 - 12:30,NO_EVENT,750756,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
27543,27543,1 - 80:06,NO_EVENT,4806986,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
6759,6759,1 - 18:05,NO_EVENT,1085070,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
32484,32484,1 - 67:14,NO_EVENT,4034467,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2416,2416,1 - 41:19,NO_EVENT,2479179,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
11868,11868,1 - 07:27,NO_EVENT,447997,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
18309,18309,1 - 15:39,NO_EVENT,939972,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
22205,22205,1 - 85:05,NO_EVENT,5105288,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
30217,30217,1 - 27:48,NO_EVENT,1668166,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
3462,3462,1 - 59:26,NO_EVENT,3566761,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
35231,35231,1 - 14:25,NO_EVENT,865952,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
18821,18821,1 - 24:44,NO_EVENT,1484889,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
20302,20302,1 - 51:24,NO_EVENT,3084137,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
30179,30179,1 - 26:57,NO_EVENT,1617135,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
35801,35801,1 - 23:54,NO_EVENT,1434933,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
16279,16279,1 - 78:00,NO_EVENT,4680070,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
10557,10557,1 - 80:36,NO_EVENT,4836634,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
38756,38756,1 - 70:07,NO_EVENT,4207401,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
2902,2902,1 - 49:54,NO_EVENT,2994965,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17540,17540,1 - 03:11,NO_EVENT,191583,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17535,17535,1 - 03:07,NO_EVENT,187834,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
26573,26573,1 - 62:50,NO_EVENT,3770393,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
18181,18181,1 - 13:22,NO_EVENT,802938,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
30465,30465,1 - 31:38,NO_EVENT,1898166,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
18960,18960,1 - 27:38,NO_EVENT,1658297,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
9214,9214,1 - 57:11,NO_EVENT,3431559,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
19842,19842,1 - 43:47,NO_EVENT,2627443,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
34421,34421,1 - 01:32,NO_EVENT,92070,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
11072,11072,1 - 89:29,NO_EVENT,5369862,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
27343,27343,1 - 76:10,NO_EVENT,4570324,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
35703,35703,1 - 22:41,NO_EVENT,1361949,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
19599,19599,1 - 39:11,NO_EVENT,2351558,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
18913,18913,1 - 27:01,NO_EVENT,1621577,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5406,5406,1 - 93:43,NO_EVENT,5623085,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
17596,17596,1 - 04:28,NO_EVENT,268943,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
24888,24888,1 - 32:55,NO_EVENT,1975572,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
15636,15636,1 - 67:18,NO_EVENT,4038372,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
20034,20034,1 - 46:45,NO_EVENT,2805922,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
36613,36613,1 - 35:52,NO_EVENT,2152797,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
35627,35627,1 - 21:10,NO_EVENT,1270521,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
38379,38379,1 - 63:46,NO_EVENT,3826442,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
12428,12428,1 - 15:53,NO_EVENT,953375,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12238,12238,1 - 12:54,NO_EVENT,774173,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
38362,38362,1 - 63:33,NO_EVENT,3813345,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
24405,24405,1 - 24:01,NO_EVENT,1441063,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
16288,16288,1 - 78:05,NO_EVENT,4685681,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13761,13761,1 - 37:29,NO_EVENT,2249683,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
8613,8613,1 - 47:26,NO_EVENT,2846706,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2001,2001,1 - 33:27,NO_EVENT,2007616,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
13157,13157,1 - 27:44,NO_EVENT,1664079,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
9780,9780,1 - 66:36,NO_EVENT,3996039,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
34271,34271,1 - 99:30,NO_EVENT,5970984,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2914,2914,1 - 50:00,NO_EVENT,3000452,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
14470,14470,1 - 48:19,NO_EVENT,2899321,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
30362,30362,1 - 30:19,NO_EVENT,1819088,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
25525,25525,1 - 45:02,NO_EVENT,2702517,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
20761,20761,1 - 60:06,NO_EVENT,3606886,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
25614,25614,1 - 46:36,NO_EVENT,2796947,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
34480,34480,1 - 02:35,NO_EVENT,155493,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
4395,4395,1 - 76:10,NO_EVENT,4570723,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
24201,24201,1 - 20:36,NO_EVENT,1236554,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
14091,14091,1 - 41:55,NO_EVENT,2515992,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
12460,12460,1 - 16:16,NO_EVENT,976563,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
30900,30900,1 - 40:01,NO_EVENT,2401838,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8187,8187,1 - 40:20,NO_EVENT,2420824,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
4007,4007,1 - 68:58,NO_EVENT,4138731,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
11138,11138,1 - 90:20,NO_EVENT,5420243,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
35158,35158,1 - 12:59,NO_EVENT,779198,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
32163,32163,1 - 61:32,NO_EVENT,3692391,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
33354,33354,1 - 82:32,NO_EVENT,4952286,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
31740,31740,1 - 54:47,NO_EVENT,3287085,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
29449,29449,1 - 15:01,NO_EVENT,901575,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
37776,37776,1 - 54:20,NO_EVENT,3260115,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
31239,31239,1 - 46:16,NO_EVENT,2776344,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
22654,22654,1 - 93:31,NO_EVENT,5611931,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
4430,4430,1 - 76:45,NO_EVENT,4605258,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
25960,25960,1 - 51:55,NO_EVENT,3115997,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
4403,4403,1 - 76:21,NO_EVENT,4581518,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
9523,9523,1 - 62:30,NO_EVENT,3750231,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
33245,33245,1 - 80:17,NO_EVENT,4817023,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
11148,11148,1 - 90:26,NO_EVENT,5426468,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
39745,39745,1 - 86:41,NO_EVENT,5201304,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
30674,30674,1 - 35:15,NO_EVENT,2115494,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
6226,6226,1 - 09:20,NO_EVENT,560308,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
8968,8968,1 - 53:12,NO_EVENT,3192949,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
21232,21232,1 - 68:45,NO_EVENT,4125036,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
10856,10856,1 - 86:01,NO_EVENT,5161451,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
31654,31654,1 - 53:21,NO_EVENT,3201168,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
27256,27256,1 - 74:41,NO_EVENT,4481543,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
15021,15021,1 - 57:07,NO_EVENT,3427359,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13799,13799,1 - 38:04,NO_EVENT,2284737,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
35256,35256,1 - 14:48,NO_EVENT,888080,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
26890,26890,1 - 68:14,NO_EVENT,4094403,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
36184,36184,1 - 30:08,NO_EVENT,1808909,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
12298,12298,1 - 13:49,NO_EVENT,829099,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
21132,21132,1 - 67:08,NO_EVENT,4028124,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
32660,32660,1 - 70:13,NO_EVENT,4213506,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
17031,17031,1 - 89:45,NO_EVENT,5385880,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14024,14024,1 - 41:07,NO_EVENT,2467064,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
4356,4356,1 - 75:11,NO_EVENT,4511530,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
16872,16872,1 - 87:20,NO_EVENT,5240597,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
33289,33289,1 - 81:29,NO_EVENT,4889927,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
31277,31277,1 - 46:53,NO_EVENT,2813921,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8530,8530,1 - 46:08,NO_EVENT,2768937,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
28966,28966,1 - 07:58,NO_EVENT,478002,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
